name,url,pic_url,release,avg_rating,n_ratings,playability,components,writing,art_direction,replayability,publisher,genre,type,theme,scale,proportion,mechanic,playtime,age_rating,min_players,max_players,status,br_score
Arkeo Obskura,https://www.beastsofwar.com/game/arkeo-obskura/,https://www.beastsofwar.com/game/arkeo-obskura/,2016,0,0,0,0,0,0,0,North Star Military Figures,Pulp,Miniature War Game,,28mm,Heroic,,,,1,3,,1.269251337
Arkham Horror,https://www.beastsofwar.com/game/arkham-horror/,https://www.beastsofwar.com/game/arkham-horror/,2005,7.1,15,5,6,6,9.3,9,Fantasy Flight Games,Horror,Board Game,,,,,120,12,1,8,,5.839927356
Arkham Horror: Final Hour,https://www.beastsofwar.com/game/arkham-horror-final-hour/,https://www.beastsofwar.com/game/arkham-horror-final-hour/,2019,0,0,0,0,0,0,0,Fantasy Flight Games,"Horror, Strategy",Board Game,,,,,60,12,1,4,In Development,1.269251337
Arkham Horror: The Card Game,https://www.beastsofwar.com/game/arkham-horror-the-card-game-2/,https://www.beastsofwar.com/game/arkham-horror-the-card-game-2/,2016,8.7,18,8.3,8.6,9.4,9.4,7,Fantasy Flight Games,Horror,Card Game,,,,,60,14,1,2,,7.311794762
Armello,https://www.beastsofwar.com/game/armello/,https://www.beastsofwar.com/game/armello/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Army Of Darkness: The Board Game,https://www.beastsofwar.com/game/army-of-darkness-the-board-game/,https://www.beastsofwar.com/game/army-of-darkness-the-board-game/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Armymals,https://www.beastsofwar.com/game/armymals/,https://www.beastsofwar.com/game/armymals/,2014,0,0,0,0,0,0,0,Titan Forge Games,Humour,Board Game,,,,,45,,2,8,,1.269251337
Arraial,https://www.beastsofwar.com/game/arraial/,https://www.beastsofwar.com/game/arraial/,2018,0,0,0,0,0,0,0,Mebo,"Family, Puzzle",Board Game,,,,,30,8,1,4,In Production,1.269251337
Arranged,https://www.beastsofwar.com/game/arranged/,https://www.beastsofwar.com/game/arranged/,2017,0,0,0,0,0,0,0,Self-Published,Educational,Board Game,,,,,,8,3,4,In Production,1.269251337
Ars Victor,https://www.beastsofwar.com/game/ars-victor/,https://www.beastsofwar.com/game/ars-victor/,2014,0,0,0,0,0,0,0,Trip West Games,Science Fiction,Board Game,,,,,60,13,2,,,1.269251337
Artsee,https://www.beastsofwar.com/game/artsee/,https://www.beastsofwar.com/game/artsee/,2019,0,0,0,0,0,0,0,Renegade Game Studios,Educational,Board Game,,,,,30,12,2,5,In Production,1.269251337
Ashes: Dark Side of the Moon,https://www.beastsofwar.com/game/ashes-dark-side-of-the-moon/,https://www.beastsofwar.com/game/ashes-dark-side-of-the-moon/,TBA,0,0,0,0,0,0,0,Self-Published,Science Fiction,Miniature War Game,,,,,60,,2,,,1.269251337
Ashes: Rise of the Phoenixborn,https://www.beastsofwar.com/game/ashes-rise-of-the-phoenixborn/,https://www.beastsofwar.com/game/ashes-rise-of-the-phoenixborn/,2015,0,3,0,0,0,0,0,Plaid Hat Games,Fantasy,Card Game,,,,,30,14,2,4,,0.735600734
Assassin's Creed: Brotherhood Of Venice,https://www.beastsofwar.com/game/assassins-creed-brotherhood-of-venice/,https://www.beastsofwar.com/game/assassins-creed-brotherhood-of-venice/,2019,0,0,0,0,0,0,0,Triton Noir,Fantasy,Board Game,,32mm,Heroic,,90,,1,4,Crowd Funding,1.269251337
At Lances Point,https://www.beastsofwar.com/game/at-lances-point/,https://www.beastsofwar.com/game/at-lances-point/,2018,0,0,0,0,0,0,0,Grenzer Games,Historical,Miniature War Game,,15mm,TRUE,,,,2,,In Development,1.269251337
AT-43,https://www.beastsofwar.com/game/at-43/,https://www.beastsofwar.com/game/at-43/,2006,7.4,9,8.3,8.3,6.7,8.3,5,Rackham,Pulp,Miniature War Game,,28mm,Heroic,,60,12,2,,,5.469898652
Atelier: The Painter's Studio,https://www.beastsofwar.com/game/atelier-the-painters-studio/,https://www.beastsofwar.com/game/atelier-the-painters-studio/,2019,0,0,0,0,0,0,0,AEG Alderac Entertainment Group,Educational,Board Game,,,,,45,14,2,4,In Production,1.269251337
Atlandice,https://www.beastsofwar.com/game/atlandice/,https://www.beastsofwar.com/game/atlandice/,2018,0,0,0,0,0,0,0,Ludonaute,Fantasy,Dice Game,,,,,40,8,2,4,In Production,1.269251337
AV Ghost: Paranormal Investigation,https://www.beastsofwar.com/game/av-ghost-paranormal-investigation/,https://www.beastsofwar.com/game/av-ghost-paranormal-investigation/,2020,0,0,0,0,0,0,0,Mystical Games,"Horror, Murder & Mystery",Board Game,,,,,180,16,1,4,Crowd Funding,1.269251337
Avalon,https://www.beastsofwar.com/game/avalon/,https://www.beastsofwar.com/game/avalon/,2012,0,3,0,0,0,0,0,Indie Board and Cards,Fantasy,Card Game,,,,,30,13,5,10,,0.735600734
AVGhost,https://www.beastsofwar.com/game/avghost/,https://www.beastsofwar.com/game/avghost/,2015,0,0,0,0,0,0,0,Mystical Games,Pulp,Board Game,,,,,120,16,2,6,,1.269251337
Awaken: The Liboria Saga,https://www.beastsofwar.com/game/awaken-the-liboria-saga/,https://www.beastsofwar.com/game/awaken-the-liboria-saga/,2019,0,0,0,0,0,0,0,Studio 2 Publishing,Fantasy,Role-playing Game,,,,,,,,,Crowd Funding,1.269251337
Awakening: Recon,https://www.beastsofwar.com/game/awakening-recon/,https://www.beastsofwar.com/game/awakening-recon/,TBA,0,0,0,0,0,0,0,FatMan Productions,Science Fiction,Miniature War Game,,,,,,,2,,,1.269251337
Axis & Allies & Zombies,https://www.beastsofwar.com/game/axis-allies-zombies/,https://www.beastsofwar.com/game/axis-allies-zombies/,2018,0,0,0,0,0,0,0,"Avalon Hill Games, Inc., Wizards of the Coast, Hasbro","Historical, Survival",Board Game,,,,,180,12,2,5,In Production,1.269251337
Azul,https://www.beastsofwar.com/game/azul/,https://www.beastsofwar.com/game/azul/,,0,2,0,0,0,0,0,Next Move Games,,,,,,,,,,,,0.855497306
Azul: Stained Glass Of Sintra,https://www.beastsofwar.com/game/azul-stained-glass-of-sintra/,https://www.beastsofwar.com/game/azul-stained-glass-of-sintra/,,0,1,0,0,0,0,0,,,,,,,,,,,,,1.022088992
Azul: Summer Pavilion,https://www.beastsofwar.com/game/azul-summer-pavilion/,https://www.beastsofwar.com/game/azul-summer-pavilion/,2019,0,0,0,0,0,0,0,Next Move Games,"Family, Strategy",Board Game,,,,,45,10,2,4,In Development,1.269251337
B-Sieged,https://www.beastsofwar.com/game/b-sieged/,https://www.beastsofwar.com/game/b-sieged/,2016,0,3,0,0,0,0,0,CMON,Fantasy,Board Game,,,,,60,13,1,6,,0.735600734
Babylonia,https://www.beastsofwar.com/game/babylonia/,https://www.beastsofwar.com/game/babylonia/,2019,0,1,0,0,0,0,0,Ludonova,Historical,Board Game,,,,,60,12,2,4,In Production,1.022088992
Bad Lands,https://www.beastsofwar.com/game/bad-lands/,https://www.beastsofwar.com/game/bad-lands/,2015,0,0,0,0,0,0,0,Gangfight Games,Fantasy,Card Game,,,,,60,13,1,4,,1.269251337
Baker Street RPG,https://www.beastsofwar.com/game/baker-street-rpg/,https://www.beastsofwar.com/game/baker-street-rpg/,2015,0,1,0,0,0,0,0,Fearlight Games,Murder & Mystery,Role-playing Game,,,,,,,2,,,1.022088992
Bali: Village of Tani,https://www.beastsofwar.com/game/bali-village-of-tani/,https://www.beastsofwar.com/game/bali-village-of-tani/,2019,0,0,0,0,0,0,0,White Goblin Games,Strategy,Board Game,,,,,45,10,2,4,In Production,1.269251337
Band of Brothers,https://www.beastsofwar.com/game/band-of-brothers/,https://www.beastsofwar.com/game/band-of-brothers/,2011,0,1,0,0,0,0,0,Worthington Publishing,Historical,Board Game,,,,,90,12,2,,,1.022088992
Band of Gnomes,https://www.beastsofwar.com/game/band-of-gnomes/,https://www.beastsofwar.com/game/band-of-gnomes/,TBA,0,0,0,0,0,0,0,ADW Games,Fantasy,Miniature War Game,,28mm,Heroic,,,,2,,,1.269251337
Barenpark,https://www.beastsofwar.com/game/barenpark/,https://www.beastsofwar.com/game/barenpark/,2017,0,2,0,0,0,0,0,,"Family, Strategy",Board Game,,,,,60,8,2,4,In Production,0.855497306
Bargain Quest,https://www.beastsofwar.com/game/bargain-quest/,https://www.beastsofwar.com/game/bargain-quest/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
BARPIG,https://www.beastsofwar.com/game/barpig/,https://www.beastsofwar.com/game/barpig/,2018,0,1,0,0,0,0,0,,"Fantasy, Party",Card Game,,,,,45,12,3,7,In Production,1.022088992
BARPIG: After Hours,https://www.beastsofwar.com/game/barpig-after-hours/,https://www.beastsofwar.com/game/barpig-after-hours/,2019,0,1,0,0,0,0,0,,"Fantasy, Party",,,,,,45,12,3,7,In Development,1.022088992
Bastille,https://www.beastsofwar.com/game/bastille/,https://www.beastsofwar.com/game/bastille/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Batman Gotham City Strategy Game,https://www.beastsofwar.com/game/batman-gotham-city-strategy-game/,https://www.beastsofwar.com/game/batman-gotham-city-strategy-game/,2013,0,1,0,0,0,0,0,WizKids,Pulp,Board Game,,,,,60,14,2,4,,1.022088992
Batman Miniature Game,https://www.beastsofwar.com/game/batman-miniature-game/,https://www.beastsofwar.com/game/batman-miniature-game/,2012,7.9,46,8,8.4,5.2,9.4,8,Knight Models,Pulp,Miniature War Game,,35mm,Heroic,,60,12,2,,,7.353077988
Batman: Gotham City Chronicles,https://www.beastsofwar.com/game/batman-gotham-city-chronicles/,https://www.beastsofwar.com/game/batman-gotham-city-chronicles/,2019,8.2,24,8.5,9.1,7,8.9,7,Monolith Edition,Pulp,Board Game,,,Heroic,,90,14,2,4,In Production,7.181326299
Batman: The Animated Series: Rogues Gallery,https://www.beastsofwar.com/game/batman-the-animated-series-rogues-gallery/,https://www.beastsofwar.com/game/batman-the-animated-series-rogues-gallery/,2019,0,2,0,0,0,0,0,IDW Games,Family,Board Game,,,,,45,12,3,5,In Production,0.855497306
Battle For Rokugan,https://www.beastsofwar.com/game/battle-for-rokugan/,https://www.beastsofwar.com/game/battle-for-rokugan/,2017,0,1,0,0,0,0,0,Fantasy Flight Games,Fantasy,Board Game,,,,,60,14,2,5,,1.022088992
Battle of Britain,https://www.beastsofwar.com/game/battle-of-britain/,https://www.beastsofwar.com/game/battle-of-britain/,2017,0,2,0,0,0,0,0,The Plastic Soldier Company,Historical,Board Game,,,,,90,10,2,4,,0.855497306
Battle of the Bards,https://www.beastsofwar.com/game/battle-of-the-bards/,https://www.beastsofwar.com/game/battle-of-the-bards/,2019,0,1,0,0,0,0,0,Junk Spirit Games,"Family, Fantasy",Dice Game,,,,,60,10,2,4,Crowd Funding,1.022088992
Battle Ravens,https://www.beastsofwar.com/game/battle-ravens/,https://www.beastsofwar.com/game/battle-ravens/,,0,0,0,0,0,0,0,The Plastic Soldier Company,Historical,Board Game,,,,,60,,2,2,Crowd Funding,1.269251337
Battlefields: From Broadswords to Bullets,https://www.beastsofwar.com/game/battlefieldsbroadswords-to-bullets/,https://www.beastsofwar.com/game/battlefieldsbroadswords-to-bullets/,2014,0,1,0,0,0,0,0,Quick and Easy Games,Historical,Miniature War Game,,,,,,,2,,,1.022088992
Battlefleet Gothic,https://www.beastsofwar.com/game/battlefleet-gothic/,https://www.beastsofwar.com/game/battlefleet-gothic/,1999,7.9,22,6.6,7.7,8.2,9.1,8,Games Workshop,Science Fiction,Miniature War Game,,,Heroic,,180,12,2,4,,6.850840353
Battlefleet WWII,https://www.beastsofwar.com/game/battlefleet-wwii/,https://www.beastsofwar.com/game/battlefleet-wwii/,2020,0,1,0,0,0,0,0,Fireforge Games,Historical,Miniature War Game,,,TRUE,,60,,2,2,In Development,1.022088992
Battlegroup,https://www.beastsofwar.com/game/battlegroup/,https://www.beastsofwar.com/game/battlegroup/,2013,8.6,52,9.3,7.6,8.4,8.5,9,The Plastic Soldier Company,Historical,Miniature War Game,,20mm,TRUE,,120,12,2,,,8.05996895
Battlelands,https://www.beastsofwar.com/game/battlelands/,https://www.beastsofwar.com/game/battlelands/,2019,0,1,0,0,0,0,0,Plaid Hat Games,"Post-Apocalyptic, Strategy",Card Game,,,,,45,12,3,5,In Development,1.022088992
BattleLore,https://www.beastsofwar.com/game/battle-lore/,https://www.beastsofwar.com/game/battle-lore/,2006,7.5,8,8.8,9.4,5,7.5,6,Fantasy Flight Games,Fantasy,Board Game,,,,,60,10,2,,,5.37677348
Battlestar Galactica,https://www.beastsofwar.com/game/battlestar-galactica/,https://www.beastsofwar.com/game/battlestar-galactica/,2008,7.9,10,6.5,9,8.5,8.5,7,Fantasy Flight Games,Science Fiction,Board Game,,,,,120,10,3,6,,5.960167994
Battlestar Galactica Starship Battles,https://www.beastsofwar.com/game/battlestar-galactica-starship-battles/,https://www.beastsofwar.com/game/battlestar-galactica-starship-battles/,2018,9,5,10,10,7,9,9,Ares Games,Science Fiction,Miniature War Game,,,Heroic,,60,,2,2,In Production,5.50050463
Battlesystem,https://www.beastsofwar.com/game/battlesystem/,https://www.beastsofwar.com/game/battlesystem/,1985,0,3,0,0,0,0,0,TSR,Fantasy,Miniature War Game,,,,,120,10,2,,,0.735600734
Battletech,https://www.beastsofwar.com/game/battletech/,https://www.beastsofwar.com/game/battletech/,1984,8.1,35,8.1,5.7,8.7,8.7,9,Catalyst Game Labs,Science Fiction,Miniature War Game,,0.239583333,Heroic,,90,12,2,20,In Production,7.3782179
Battletech: Alpha Strike,https://www.beastsofwar.com/game/alpha-strike/,https://www.beastsofwar.com/game/alpha-strike/,2013,8.5,11,8.6,7.7,9.1,9.1,8,Catalyst Game Labs,Science Fiction,Miniature War Game,,0.239583333,Heroic,,120,14,2,,,6.524400968
Beer and D6s,https://www.beastsofwar.com/game/beer-and-d6s/,https://www.beastsofwar.com/game/beer-and-d6s/,TBA,0,0,0,0,0,0,0,Imbrian Arts,Fantasy,Miniature War Game,,28mm,Heroic,,,,2,,,1.269251337
Beer Empire,https://www.beastsofwar.com/game/beer-empire/,https://www.beastsofwar.com/game/beer-empire/,2016,0,0,0,0,0,0,0,Board & Dice,Humour,Board Game,,,,,60,12,2,4,,1.269251337
Beez,https://www.beastsofwar.com/game/beez/,https://www.beastsofwar.com/game/beez/,2020,0,0,0,0,0,0,0,Next Move Games,"Family, Strategy",Board Game,,,,,45,8,2,4,In Development,1.269251337
Before There Were Stars,https://www.beastsofwar.com/game/before-there-were-stars/,https://www.beastsofwar.com/game/before-there-were-stars/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Belfort,https://www.beastsofwar.com/game/belfort/,https://www.beastsofwar.com/game/belfort/,2011,0,0,0,0,0,0,0,Tasty Minstrel Games,Fantasy,Board Game,,,,,120,12,2,5,,1.269251337
Beowulf: A Board Game,https://www.beastsofwar.com/game/beowulf-the-board-game/,https://www.beastsofwar.com/game/beowulf-the-board-game/,2015,0,2,0,0,0,0,0,King Post,Fantasy,Board Game,,,,,90,14,3,6,,0.855497306
Berlin or Bust,https://www.beastsofwar.com/game/berlin-or-bust/,https://www.beastsofwar.com/game/berlin-or-bust/,TBA,0,0,0,0,0,0,0,West Wind Productions,Historical,Miniature War Game,,28mm,TRUE,,,,2,,,1.269251337
Bermuda Pirates,https://www.beastsofwar.com/game/bermuda-pirates/,https://www.beastsofwar.com/game/bermuda-pirates/,2019,0,1,0,0,0,0,0,FoxMind,Pirate,Board Game,,,,,30,7,2,4,In Production,1.022088992
Bestial Wars,https://www.beastsofwar.com/game/bestial-wars/,https://www.beastsofwar.com/game/bestial-wars/,TBA,0,0,0,0,0,0,0,Self-Published,Fantasy,Miniature War Game,,12mm,Heroic,,,,2,,,1.269251337
Beta Colony,https://www.beastsofwar.com/game/beta-colony/,https://www.beastsofwar.com/game/beta-colony/,2019,0,1,0,0,0,0,0,Rio Grande Games,Science Fiction,Board Game,,,,,90,12,2,4,In Production,1.022088992
Betrayal At Baldur's Gate,https://www.beastsofwar.com/game/betrayal-at-baldurs-gate/,https://www.beastsofwar.com/game/betrayal-at-baldurs-gate/,2017,0,4,0,0,0,0,0,"Avalon Hill Games, Inc.",Fantasy,Board Game,,,,,60,12,3,6,,0.645179819
Betrayal At House On The Hill,https://www.beastsofwar.com/game/betrayal-at-house-on-the-hill/,https://www.beastsofwar.com/game/betrayal-at-house-on-the-hill/,2004,7.3,20,7,5.3,8.8,6.5,8,"Avalon Hill Games, Inc.",Horror,Board Game,,,,,60,12,3,6,,6.266703312
Betrayal Legacy,https://www.beastsofwar.com/game/betrayal-legacy/,https://www.beastsofwar.com/game/betrayal-legacy/,2018,0,2,0,0,0,0,0,"Avalon Hill Games, Inc.",Horror,Board Game,,,,,90,12,3,5,In Production,0.855497306
Between the Castles of Mad King Ludwig,https://www.beastsofwar.com/game/between-the-castles-of-mad-king-ludwig/,https://www.beastsofwar.com/game/between-the-castles-of-mad-king-ludwig/,2018,0,0,0,0,0,0,0,Stonemaier Games,Historical,Board Game,,,,,60,,2,7,In Production,1.269251337
Between Two Cities,https://www.beastsofwar.com/game/between-two-cities/,https://www.beastsofwar.com/game/between-two-cities/,,0,1,0,0,0,0,0,,,,,,,,,,,,,1.022088992
Beyond The Gates Of Antares,https://www.beastsofwar.com/game/beyond-the-gates-of-antares/,https://www.beastsofwar.com/game/beyond-the-gates-of-antares/,2015,7.9,31,8.7,7.7,7.5,7,8,Warlord Games,Science Fiction,Miniature War Game,,28mm,Heroic,,90,,2,6,,7.119585416
Big City: 20th Anniversary Jumbo Edition,https://www.beastsofwar.com/game/big-city-20th-anniversary-jumbo-edition/,https://www.beastsofwar.com/game/big-city-20th-anniversary-jumbo-edition/,2019,0,2,0,0,0,0,0,Mercury Games,Strategy,Board Game,,,,,,,2,4,Crowd Funding,0.855497306
Big Dig,https://www.beastsofwar.com/game/big-dig/,https://www.beastsofwar.com/game/big-dig/,2018,0,1,0,0,0,0,0,Tasty Minstrel Games,Family,Card Game,,,,,15,8,2,4,In Production,1.022088992
Big Trouble In Little China,https://www.beastsofwar.com/game/big-trouble-in-little-china/,https://www.beastsofwar.com/game/big-trouble-in-little-china/,2017,7.5,10,6.5,9,6,9.5,6,Everything Epic Games,Pulp,Board Game,,,,,60,14,1,4,,5.677188385
Bill & Ted's Riff In Time,https://www.beastsofwar.com/game/bill-teds-riff-in-time/,https://www.beastsofwar.com/game/bill-teds-riff-in-time/,2019,0,1,0,0,0,0,0,Warcradle Studios,Pulp,Board Game,,,,,,,,5,In Development,1.022088992
Bioshock Infinite: Siege of Columbia,https://www.beastsofwar.com/game/bioshock-infinite-siege-of-columbia/,https://www.beastsofwar.com/game/bioshock-infinite-siege-of-columbia/,2013,0,1,0,0,0,0,0,Plaid Hat Games,Pulp,Board Game,,,,,60,13,2,4,,1.022088992
Black Angel,https://www.beastsofwar.com/game/black-angel/,https://www.beastsofwar.com/game/black-angel/,2019,0,1,0,0,0,0,0,Pearl Games,Science Fiction,Board Game,,,,,,,,,In Development,1.022088992
Black Earth,https://www.beastsofwar.com/game/black-earth/,https://www.beastsofwar.com/game/black-earth/,2018,0,2,0,0,0,0,0,Nuclear Shrimp Games,Science Fiction,Miniature War Game,,28mm,Heroic,,,,2,,,0.855497306
Black Market Warehouse,https://www.beastsofwar.com/game/black-market-warehouse/,https://www.beastsofwar.com/game/black-market-warehouse/,2014,0,0,0,0,0,0,0,Fire Squadron,Pulp,Card Game,,,,,30,,2,4,,1.269251337
Black Mirror: NOSEDIVE,https://www.beastsofwar.com/game/black-mirror-nosedive/,https://www.beastsofwar.com/game/black-mirror-nosedive/,2018,0,1,0,0,0,0,0,Asmodee,"Science Fiction, Weird",Board Game,,,,,,13,3,6,In Production,1.022088992
Black Ops,https://www.beastsofwar.com/game/black-ops/,https://www.beastsofwar.com/game/black-ops/,2015,0,4,0,0,0,0,0,Osprey Publishing,Historical,Miniature War Game,,28mm,TRUE,,,,2,,In Production,0.645179819
Black Powder,https://www.beastsofwar.com/game/black-powder/,https://www.beastsofwar.com/game/black-powder/,2009,8.1,21,8.8,7.1,7.9,7.9,8,Warlord Games,Historical,Miniature War Game,,28mm,TRUE,,,12,2,,,6.976195575
Black Rain,https://www.beastsofwar.com/game/black-rain/,https://www.beastsofwar.com/game/black-rain/,2013,0,0,0,0,0,0,0,Shockwork Studio,Science Fiction,Miniature War Game,,35mm,Heroic,,,,2,,,1.269251337
Black Sailors: Pirates of the Storm Coast,https://www.beastsofwar.com/game/black-sailors-pirates-of-the-storm-coast/,https://www.beastsofwar.com/game/black-sailors-pirates-of-the-storm-coast/,2015,0,0,0,0,0,0,0,Legion of the Cow,Fantasy,Miniature War Game,,54mm,Heroic,,,,2,,,1.269251337
Black Seas,https://www.beastsofwar.com/game/black-seas/,https://www.beastsofwar.com/game/black-seas/,,7.6,11,8,8,6,8,8,Warlord Games,Historical,Miniature War Game,,,TRUE,,90,,2,2,In Development,5.870300696
Black Sun,https://www.beastsofwar.com/game/black-sun/,https://www.beastsofwar.com/game/black-sun/,2019,0,1,0,0,0,0,0,Crucible Crush,"Historical, Horror, Pulp, Weird",Miniature War Game,,28mm,Heroic,,120,,2,,Crowd Funding,1.022088992
Blackout: Hong Kong,https://www.beastsofwar.com/game/blackout-hong-kong/,https://www.beastsofwar.com/game/blackout-hong-kong/,2018,0,0,0,0,0,0,0,Eggert Spiele,Post-Apocalyptic,Board Game,,,,,150,14,1,4,In Production,1.269251337
Blackout: Journey Into Darkness,https://www.beastsofwar.com/game/blackout-journey-into-darkness/,https://www.beastsofwar.com/game/blackout-journey-into-darkness/,2016,0,0,0,0,0,0,0,Nevermore Toys,Pulp,Board Game,,,,,60,12,1,4,,1.269251337
Blackwater Gulch,https://www.beastsofwar.com/game/blackwater-gulch/,https://www.beastsofwar.com/game/blackwater-gulch/,2012,0,2,0,0,0,0,0,Gangfight Games,Pulp,Miniature War Game,,32mm,Heroic,,30,13,2,,,0.855497306
